index,cpu,gpu,ram_type,ram_size,storage,display_size,display_type,display_fps,name,image,price,Disount,budget_class,uid,type,timestamp,action,query
0,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,1000,17.3,FHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,107019,0,low,YCB647,budget_class,10/20/2019 14:54,view,m17 Alienware Gaming
35,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,256,15.6,FHD,1080,Dell G5 15 SE Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,83126,0,low,YCB647,budget_class,10/24/2019 16:58,add_cart,Laptop
35,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,256,15.6,FHD,1080,Dell G5 15 SE Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,83126,0,low,YCB647,budget_class,10/24/2019 18:03,add_cart,Gaming
28,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,128,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,99482,0,low,YCB647,budget_class,10/24/2019 19:45,add_cart,Dell
28,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,128,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,99482,0,low,YCB647,budget_class,10/25/2019 0:06,add_cart,15 Gaming Laptop Dell
34,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti with Max-Q Design 6GB GDDR6 ,DDR4,16,512,15.6,FHD,1080,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,99482,0,low,YCB647,budget_class,10/28/2019 2:47,view,New G3 Laptop
28,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,128,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,99482,0,low,YCB647,budget_class,10/28/2019 7:35,delete_cart,Gaming 15 G7
28,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,128,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,99482,0,low,YCB647,budget_class,10/30/2019 10:50,view,Gaming 15
37,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,8,256,15.6,FHD,144,Dell G5 15 SE Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,100904,0,low,YCB647,budget_class,11/4/2019 13:08,view,G5 Gaming
39,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1650 4GB GDDR5,DDR4,8,256,15.6,FHD,1080,Dell G5 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,81704,0,low,YCB647,budget_class,11/4/2019 14:08,view,15 Dell Laptop
31,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti with Max-Q Design 6GB GDDR6 ,DDR4,16,512,15.6,FHD,144,New Dell G3 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-2000_us_dhs.png,99482,0,low,YCB647,budget_class,11/6/2019 19:40,add_cart,New
0,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,1000,17.3,FHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,107019,0,low,YCB647,budget_class,11/6/2019 20:53,view,Gaming
14,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,159996,0,mid,miuOeU,ram_p,5/22/2018 14:06,view,513gb
3,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-8_us_dhs.png,170663,0,mid,miuOeU,ram_p,5/22/2018 15:26,view,511ram
29,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,126503,0,mid,miuOeU,ram_p,5/23/2018 17:45,view,512ram
21,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,233240,0,high,miuOeU,ram_p,5/23/2018 22:31,add_cart,511ram
33,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,126503,0,mid,miuOeU,ram_p,5/24/2018 0:20,view,513memory
24,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,222573,0,mid,miuOeU,ram_p,5/24/2018 5:14,add_cart,1001gb
11,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,16,256,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,120886,0,mid,miuOeU,ram_p,5/24/2018 7:53,view,256ram
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,miuOeU,ram_p,5/24/2018 12:23,view,4001gb
30,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,126503,0,mid,miuOeU,ram_p,5/24/2018 13:57,view,254ram
14,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,159996,0,mid,miuOeU,ram_p,5/24/2018 16:16,add_cart,512memory
19,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,256,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,miuOeU,ram_p,5/25/2018 22:41,view,255memory
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,miuOeU,ram_p,5/26/2018 4:33,add_cart,512gb
23,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,miuOeU,ram_p,5/27/2018 8:40,view,998memory
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,miuOeU,ram_p,5/27/2018 9:58,view,512ram
26,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,256,15.6,FHD,60,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,120886,0,mid,TDNjyn,cpu_1,7/22/2017 15:14,view,Generation Core 9th
19,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,256,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,TDNjyn,cpu_1,7/26/2017 16:55,bought,9th Generation
7,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,150041,0,mid,TDNjyn,cpu_1,7/27/2017 18:05,bought,i7-9750H
0,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,1000,17.3,FHD,60,Alienware m17 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,107019,0,low,TDNjyn,cpu_1,7/27/2017 22:19,view,Core i7-9750H
23,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,TDNjyn,cpu_1,7/28/2017 23:44,add_cart,i7-9750H
24,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,222573,0,mid,TDNjyn,cpu_1,8/2/2017 0:51,bought,Core i7-9750H
33,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,126503,0,mid,TDNjyn,cpu_1,8/4/2017 5:53,add_cart,Core i7-9750H
24,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,222573,0,mid,TDNjyn,cpu_1,8/5/2017 7:47,bought,i7-9750H Generation
12,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,240,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,195551,0,mid,8NPXkl,gpu_1,9/6/2017 14:04,view,2080 NVIDIA Max-Q
23,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,8NPXkl,gpu_1,9/7/2017 16:01,view,8GB GDDR6
24,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,222573,0,mid,8NPXkl,gpu_1,9/7/2017 17:50,add_cart,Max-Q RTX
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,8NPXkl,gpu_1,9/7/2017 18:52,add_cart,Ready) (OC RTX GeForce
20,9th Generation Intel Core i9-9900,NVIDIA GeForce RTX 2080 8GB GDDR6 (OC Ready),DDR4,32,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,305772,0,high,8NPXkl,gpu_1,9/12/2017 1:07,bought,(OC 2080 NVIDIA 8GB
6,9th Generation Intel Core i9-9980HK,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,4000,17.3,FHD,144,New Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,302927,0,high,8NPXkl,gpu_1,9/14/2017 2:26,delete_cart,with Max-Q NVIDIA GDDR6
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,QhCgUl,gpu_1,9/27/2019 18:45,add_cart,GDDR6 2060
21,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,512,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,233240,0,high,QhCgUl,gpu_1,9/27/2019 21:14,view,(OC 2070 RTX Ready)
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,QhCgUl,gpu_1,9/28/2019 1:13,view,2070 with
19,9th Generation Intel Core i7-9700K,NVIDIA GeForce RTX 2070 8GB GDDR6 (OC Ready),DDR4,16,256,17.3,FHD,144,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-HDRV-HD_CAPACITY_GB-1000_us_dhs.png,222573,0,mid,QhCgUl,gpu_1,9/28/2019 2:59,add_cart,RTX (OC
17,9th Generation Intel Core i7-9700,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,1000,17.3,FHD,60,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,178399,0,mid,QhCgUl,gpu_1,9/28/2019 3:59,delete_cart,RTX 6GB GeForce GDDR6
22,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,167818,0,mid,QhCgUl,gpu_1,9/28/2019 5:44,bought,GDDR6 2070
30,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,126503,0,mid,aDkp80,cpu_1,5/15/2017 14:49,add_cart,Core Generation i7-9750H Intel
32,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,126503,0,mid,aDkp80,cpu_1,5/16/2017 15:49,add_cart,Core
30,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-16_us_dhs.png,126503,0,mid,aDkp80,cpu_1,5/18/2017 18:06,view,9th Intel i7-9750H Core
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,aDkp80,cpu_1,5/19/2017 19:52,add_cart,Core
26,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,256,15.6,FHD,60,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,120886,0,mid,aDkp80,cpu_1,5/22/2017 22:49,add_cart,i7-9750H Intel Generation Core
11,9th Generation Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,DDR4,16,256,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,120886,0,mid,aDkp80,cpu_1,5/23/2017 0:45,view,Core i7-9750H 9th
33,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,126503,0,mid,aDkp80,cpu_1,5/23/2017 2:21,add_cart,9th Intel Generation i7-9750H
26,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,8,256,15.6,FHD,60,New Alienware m15 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-MEMRY-MEMRY_SIZE_GB-32_us_dhs.png,120886,0,mid,PEnfCt,budget_class,5/12/2017 14:31,add_cart,m15 Gaming New Alienware
29,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,126503,0,mid,PEnfCt,budget_class,5/13/2017 18:09,add_cart,Laptop Gaming G7 17
2,8th Generation Intel Core i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,1000,17.3,QHD,120,Alienware m17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,174218,0,mid,PEnfCt,budget_class,5/17/2017 0:49,add_cart,Laptop m17 Alienware
29,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,126503,0,mid,PEnfCt,budget_class,5/18/2017 7:38,view,Dell
10,8th Generation Intel Core  i7-8750H,NVIDIA GeForce RTX 2070 8GB GDDR6 with Max-Q Design,DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,170663,0,mid,PEnfCt,budget_class,5/21/2017 10:10,add_cart,Alienware m15 Gaming Laptop
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,PEnfCt,budget_class,5/26/2017 13:57,view,Alienware Laptop
33,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,512,17.3,FHD,1080,Dell G7 17 Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/DellMicroContent/PublishingImages/ICN-PROC-PROC_BRAND-core_i7_2_us_smb.png,126503,0,mid,PEnfCt,budget_class,5/27/2017 16:01,add_cart,Dell Laptop 17
32,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6,DDR4,16,256,15.6,FHD,1080,Dell G7 15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/alienware_m17_r2/global_spi/non-tobii-white/ng/notebook-alienware-m17-r2-non-tobii-bestof-500-ng.psd?fmt=jpg,126503,0,mid,PEnfCt,budget_class,5/27/2017 22:22,add_cart,Laptop
17,9th Generation Intel Core i7-9700,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,1000,17.3,FHD,60,Alienware Area-51m Gaming Laptop,//i.dell.com/das/dih.ashx/38x55/sites/imagecontent/dellmicrocontent/publishingimages/Win10_fragment-(2).png,178399,0,mid,rcunWW,ram_p,8/22/2019 14:43,bought,999ram
24,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2080 8GB GDDR6 with Max-Q Design,DDR4,16,1000,15.6,FHD,240,New Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m17_r1/global_spi/notebook-alienware-m-17-r1-bestof-500-ng.psd?fmt=jpg,222573,0,mid,rcunWW,ram_p,8/22/2019 16:29,bought,1001gb
15,9th Generation Intel Core i7-9750H,NVIDIA GeForce RTX 2060 6GB GDDR6 (OC Ready),DDR4,16,512,15.6,FHD,144,Alienware m15 Gaming Laptop,//i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/alienware_notebooks/m15_r1/global_spi/notebook-alienware-m15-r1-relsize-ss-imprl-500-ng.psd?fmt=jpg,137241,0,mid,rcunWW,ram_p,8/23/2019 23:18,bought,510gb
